id,status,created_time,subject,priority,creator_id,description,company_id,appliance_id,facility_id,updated_at
1149,0,2020-11-10 05:20:43+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1150,0,2020-11-10 02:53:50+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1151,0,2020-11-10 02:47:57+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1153,0,2020-11-09 08:39:07+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1154,0,2020-11-07 23:54:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1155,0,2020-11-07 04:50:37+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1156,0,2020-11-07 04:16:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1157,0,2020-11-06 06:54:56+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1158,0,2020-11-06 06:05:39+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1159,0,2020-11-06 05:30:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1160,0,2020-11-06 04:57:09+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1161,0,2020-11-06 01:57:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1162,0,2020-11-05 08:19:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1163,0,2020-11-05 06:58:25+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1164,0,2020-11-05 03:59:50+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1165,0,2020-11-05 02:45:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1166,0,2020-11-04 07:08:34+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1168,0,2020-11-03 15:50:16+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1169,0,2020-11-03 04:16:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1170,0,2020-11-03 01:46:37+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1171,0,2020-11-02 12:24:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1172,0,2020-11-02 04:57:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1173,0,2020-10-31 05:06:34+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1174,0,2020-10-31 04:47:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1175,0,2020-10-31 03:07:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1176,0,2020-10-30 07:06:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1177,0,2020-10-30 06:51:18+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1178,0,2020-10-30 05:30:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1179,0,2020-10-30 03:39:28+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1180,0,2020-10-30 03:27:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1181,0,2020-10-30 02:36:28+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1183,0,2020-10-29 14:57:16+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1184,0,2020-10-29 06:29:06+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1185,0,2020-10-29 06:04:59+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1186,0,2020-10-29 04:19:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1187,0,2020-10-28 13:44:01+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1188,0,2020-10-28 03:52:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1189,0,2020-10-28 02:34:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1190,0,2020-10-27 10:00:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1191,0,2020-10-27 05:33:07+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1192,0,2020-10-27 05:18:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1193,0,2020-10-27 03:09:39+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1194,0,2020-10-26 11:32:14+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1195,0,2020-10-26 05:20:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1196,0,2020-10-26 05:12:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1198,0,2020-10-24 07:18:48+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1199,0,2020-10-24 06:03:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1200,0,2020-10-24 01:58:43+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1201,0,2020-10-23 12:17:27+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1202,0,2020-10-23 11:41:45+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1203,0,2020-10-23 08:53:13+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1204,0,2020-10-23 04:41:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1205,0,2020-10-23 02:02:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1206,0,2020-10-22 22:48:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1207,0,2020-10-22 12:23:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1208,0,2020-10-22 10:36:37+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1209,0,2020-10-22 07:07:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1210,0,2020-10-21 23:52:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1211,0,2020-10-21 23:18:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1213,0,2020-10-21 06:52:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1214,0,2020-10-21 05:27:56+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1215,0,2020-10-20 12:18:33+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1216,0,2020-10-20 09:52:25+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1217,0,2020-10-19 15:46:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1218,0,2020-10-19 07:53:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1219,0,2020-10-19 07:32:52+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1220,0,2020-10-16 07:24:58+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1221,0,2020-10-16 07:23:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1222,0,2020-10-16 00:02:27+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1223,0,2020-10-15 06:04:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1224,0,2020-10-15 06:02:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1226,0,2020-10-14 05:05:52+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1227,0,2020-10-14 02:51:37+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1229,0,2020-10-13 09:33:40+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1230,0,2020-10-11 00:32:48+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1231,0,2020-10-10 09:32:45+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1232,0,2020-10-10 07:53:09+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1233,0,2020-10-10 06:39:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1234,0,2020-10-10 05:11:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1235,0,2020-10-10 04:31:07+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1236,0,2020-10-08 07:53:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1237,0,2020-10-08 02:08:48+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1238,0,2020-10-07 04:57:42+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1239,0,2020-10-07 04:57:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1240,0,2020-10-07 04:04:06+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1241,0,2020-10-07 03:33:45+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1242,0,2020-10-06 03:43:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1244,0,2020-10-06 01:33:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1245,0,2020-10-05 23:50:42+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1246,0,2020-10-05 01:19:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1247,0,2020-10-03 04:34:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1248,0,2020-10-02 08:12:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1249,0,2020-10-02 05:10:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1250,0,2020-10-02 02:22:06+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1251,0,2020-09-30 10:46:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1252,0,2020-09-30 10:20:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1253,0,2020-09-30 04:29:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1254,0,2020-09-30 01:15:27+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1255,0,2020-09-30 00:50:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1256,0,2020-09-29 02:39:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1257,0,2020-09-29 01:10:07+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1259,0,2020-09-28 10:23:00+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1260,0,2020-09-27 13:55:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1261,0,2020-09-26 06:57:47+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1262,0,2020-09-26 04:21:09+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1263,0,2020-09-25 15:34:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1264,0,2020-09-25 10:13:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1265,0,2020-09-25 07:22:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1266,0,2020-09-25 00:56:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1267,0,2020-09-25 00:21:01+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1268,0,2020-09-23 10:50:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1269,0,2020-09-23 09:11:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1270,0,2020-09-22 22:38:57+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1271,0,2020-09-22 04:16:25+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1272,0,2020-09-22 03:00:33+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1274,0,2020-09-21 15:01:18+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1275,0,2020-09-21 03:10:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1276,0,2020-09-20 22:50:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1277,0,2020-09-20 08:18:39+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1278,0,2020-09-20 04:31:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1279,0,2020-09-20 01:52:57+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1280,0,2020-09-18 23:54:29+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1281,0,2020-09-18 14:58:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1282,0,2020-09-18 10:23:42+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1283,0,2020-09-18 06:00:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1284,0,2020-09-17 22:37:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1285,0,2020-09-17 08:12:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1286,0,2020-09-16 08:05:28+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1287,0,2020-09-15 09:46:40+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1289,0,2020-09-14 02:47:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1290,0,2020-09-12 05:02:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1291,0,2020-09-11 03:44:52+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1292,0,2020-09-10 23:22:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1293,0,2020-09-10 05:55:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1294,0,2020-09-10 05:31:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1295,0,2020-09-10 04:58:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1296,0,2020-09-10 03:50:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1297,0,2020-09-10 03:32:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1298,0,2020-09-10 02:16:34+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1299,0,2020-09-08 07:30:51+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1300,0,2020-09-07 05:46:29+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1301,0,2020-09-07 04:19:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1302,0,2020-09-07 01:18:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1304,0,2020-09-05 04:52:57+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1305,0,2020-09-04 10:36:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1306,0,2020-09-04 05:59:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1307,0,2020-09-03 23:07:17+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1308,0,2020-09-02 07:33:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1309,0,2020-09-01 05:23:35+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1310,0,2020-08-31 12:09:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1311,0,2020-08-31 09:44:16+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1312,0,2020-08-29 07:50:47+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1313,0,2020-08-28 09:10:25+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1314,0,2020-08-28 02:57:28+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1315,0,2020-08-27 13:27:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1316,0,2020-08-27 08:14:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1317,0,2020-08-27 03:08:35+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1319,0,2020-08-26 03:31:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1320,0,2020-08-26 03:24:01+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1321,0,2020-08-25 08:21:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1322,0,2020-08-25 07:03:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1323,0,2020-08-25 01:12:17+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1324,0,2020-08-24 14:16:39+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1325,0,2020-08-22 11:40:00+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1326,0,2020-08-22 10:49:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1327,0,2020-08-21 11:41:43+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1328,0,2020-08-21 06:40:52+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1329,0,2020-08-21 03:46:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1330,0,2020-08-21 01:52:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1331,0,2020-08-20 23:56:23+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1332,0,2020-08-20 12:08:13+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1334,0,2020-08-20 01:49:48+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1335,0,2020-08-20 01:40:31+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1336,0,2020-08-19 11:32:00+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1337,0,2020-08-19 05:24:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1338,0,2020-08-19 04:08:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1339,0,2020-08-19 01:24:31+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1340,0,2020-08-18 23:51:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1341,0,2020-08-18 11:53:40+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1342,0,2020-08-18 07:17:59+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1343,0,2020-08-18 07:02:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1344,0,2020-08-17 10:24:14+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1345,0,2020-08-15 02:43:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1346,0,2020-08-15 02:33:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1347,0,2020-08-14 20:04:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1349,0,2020-08-14 08:24:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1350,0,2020-08-14 04:43:57+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1351,0,2020-08-14 04:28:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1352,0,2020-08-13 21:06:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1353,0,2020-08-13 04:57:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1354,0,2020-08-12 03:34:15+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1355,0,2020-08-11 07:54:45+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1356,0,2020-08-10 11:21:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1357,0,2020-08-10 04:06:18+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1358,0,2020-08-10 03:17:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1359,0,2020-08-08 10:44:35+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1360,0,2020-08-08 07:09:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1362,0,2020-08-08 03:03:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1363,0,2020-08-07 12:03:25+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1365,0,2020-08-05 10:54:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1366,0,2020-08-05 04:35:35+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1367,0,2020-08-03 22:33:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1368,0,2020-08-03 03:54:28+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1369,0,2020-07-31 14:47:13+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1370,0,2020-07-31 05:06:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1371,0,2020-07-31 03:32:24+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1372,0,2020-07-31 01:06:50+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1373,0,2020-07-30 01:46:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1374,0,2020-07-29 14:53:09+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1375,0,2020-07-29 01:21:31+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1376,0,2020-07-28 23:22:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1377,0,2020-07-28 03:55:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1378,0,2020-07-28 00:14:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1380,0,2020-07-27 07:08:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1381,0,2020-07-26 13:08:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1382,0,2020-07-25 06:49:14+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1383,0,2020-07-24 09:47:39+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1384,0,2020-07-24 06:34:19+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1385,0,2020-07-24 06:13:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1386,0,2020-07-22 05:41:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1387,0,2020-07-22 03:49:47+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1388,0,2020-07-21 23:36:08+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1389,0,2020-07-21 23:32:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1390,0,2020-07-21 23:26:13+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1391,0,2020-07-21 11:05:22+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1392,0,2020-07-20 23:07:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1393,0,2020-07-20 22:20:48+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1395,0,2020-07-19 01:36:43+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1396,0,2020-07-17 12:08:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1397,0,2020-07-17 06:13:50+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1398,0,2020-07-17 03:30:21+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1399,0,2020-07-16 23:34:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1400,0,2020-07-16 05:17:56+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1401,0,2020-07-16 02:29:44+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1402,0,2020-07-16 01:27:09+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1403,0,2020-07-15 09:10:36+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1404,0,2020-07-15 05:45:08+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1405,0,2020-07-14 14:56:58+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1406,0,2020-07-14 07:42:43+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1407,0,2020-07-14 02:56:55+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1408,0,2020-07-14 02:05:14+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1410,0,2020-07-13 14:49:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1411,0,2020-07-12 13:08:31+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1412,0,2020-07-12 12:52:13+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1413,0,2020-07-12 06:36:40+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1414,0,2020-07-11 23:38:06+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1415,0,2020-07-11 11:09:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1416,0,2020-07-11 09:01:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1417,0,2020-07-11 07:31:45+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1418,0,2020-07-11 02:40:53+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1419,0,2020-07-10 02:12:54+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1420,0,2020-07-09 20:54:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1421,0,2020-07-09 06:43:59+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1422,0,2020-07-09 00:13:41+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1423,0,2020-07-09 00:00:46+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1425,0,2020-07-08 11:14:58+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1426,0,2020-07-07 13:22:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1427,0,2020-07-07 05:47:02+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1428,0,2020-07-07 02:18:17+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1429,0,2020-07-07 00:23:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1430,0,2020-07-06 23:29:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1431,0,2020-07-04 23:49:32+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1432,0,2020-07-04 01:36:11+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1433,0,2020-07-03 11:12:10+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1434,0,2020-07-03 09:32:30+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1435,0,2020-07-03 04:45:31+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1436,0,2020-07-03 03:06:20+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1437,0,2020-07-01 08:57:02+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1438,0,2020-07-01 05:54:08+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1440,0,2020-06-30 05:18:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1441,0,2020-06-30 03:28:50+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1442,0,2020-06-30 02:18:16+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1443,0,2020-06-29 21:59:42+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1444,0,2020-06-29 12:03:42+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1445,0,2020-06-29 10:34:04+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1446,0,2020-06-29 07:42:17+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1447,0,2020-06-28 00:14:49+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1448,0,2020-06-27 05:29:38+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1449,0,2020-06-26 23:52:58+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1450,0,2020-06-25 07:41:14+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1451,0,2020-06-25 06:31:02+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1452,0,2020-06-25 06:27:16+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1453,0,2020-06-25 05:36:51+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1455,0,2020-06-23 03:36:51+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1456,0,2020-06-23 00:06:52+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1457,0,2020-06-22 23:28:03+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1458,0,2020-06-21 14:36:51+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1459,0,2020-06-21 09:40:06+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1460,0,2020-06-20 04:08:18+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
1461,0,2020-06-19 02:30:18+00,Application,2,,,,,,2025-09-18 00:58:50.917774+00
