id,amount,currency,tax_id,description,"""timestamp""",effective_time,principal_id,account_code,kind,month,quantity,price_per_unit,amount_multiplier,key
14433,0.01,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,540,401,2,4,0.00416666666666667,1.65,,
14434,44.93,0,2,"Usages for Oven 5 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,25.6697222222222,1.75,,
14435,45.85,0,2,"Usages for Oven 6 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,26.1986111111111,1.75,,
14436,5.49,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,3.13388888888889,1.75,,
14437,37.26,0,2,"Usages for Burner 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,16.5575,2.25,,
14438,7.75,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,4.42777777777778,1.75,,
14439,4.41,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,4.40194444444444,1,,
14440,1.99,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,1.20472222222222,1.65,,
14441,7.55,0,2,"Usages for Small Mixer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,5.02944444444444,1.5,,
14442,84.24,0,2,"Usages for Double Low Burner for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,37.4391666666667,2.25,,
14443,3.21,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,1.83138888888889,1.75,,
14444,7.94,0,2,"Usages for Burner 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,5.28972222222222,1.5,,
14445,0,0,2,"Usages for Fryer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,0,1.95,,
14446,5.03,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,683,401,2,4,2.87194444444444,1.75,,
14447,19.77,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,11.2966666666667,1.75,,
14448,58.01,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,35.1525,1.65,,
14449,16.73,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,16.7283333333333,1,,
14450,4.23,0,2,"Usages for Oven 5 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,2.41638888888889,1.75,,
14451,1.25,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,0.708611111111111,1.75,,
14452,0.79,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,667,401,2,4,0.449722222222222,1.75,,
14453,9.18,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,648,401,2,4,9.17361111111111,1,,
14454,3.05,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,648,401,2,4,1.84666666666667,1.65,,
14455,0.01,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,648,401,2,4,0.000555555555555556,1.75,,
14456,2.44,0,2,"Usages for Burner 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,648,401,2,4,1.08138888888889,2.25,,
14457,32.82,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,179,401,2,4,18.7497222222222,1.75,,
14458,25.28,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,179,401,2,4,14.4436111111111,1.75,,
14459,7.3,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,179,401,2,4,4.17111111111111,1.75,,
14460,0.95,0,2,"Usages for Mixer for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,179,401,2,4,0.474166666666667,2,,
14461,0.02,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,179,401,2,4,0.0111111111111111,1.75,,
14462,69.87,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,601,401,2,4,42.3447222222222,1.65,,
14463,2.56,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,601,401,2,4,2.55666666666667,1,,
14464,0.02,0,2,"Usages for Burner 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,601,401,2,4,0.0127777777777778,1.5,,
14465,6.9,0,2,"Usages for Double Low Burner for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,721,401,2,4,3.06611111111111,2.25,,
14466,10.65,0,2,"Usages for Oven 2 for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,234,401,2,4,6.08555555555556,1.75,,
14467,323.73,0,2,"Usages for Mochido Fryer for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,234,401,2,4,184.983888888889,1.75,,
14468,1.39,0,2,"Usages for Range for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,234,401,2,4,0.926111111111111,1.5,,
14469,6.05,0,2,"Usages for Oven 1 for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,234,401,2,4,3.45638888888889,1.75,,
14470,2.29,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,712,401,2,4,1.30638888888889,1.75,,
14471,7.09,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,712,401,2,4,4.05,1.75,,
14472,3.98,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,712,401,2,4,2.27111111111111,1.75,,
14473,29.44,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,287,401,2,4,16.8172222222222,1.75,,
14474,11.37,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,285,401,2,4,6.49166666666667,1.75,,
14475,0,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,285,401,2,4,0,1.75,,
14476,7.49,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,7.48444444444444,1,,
14477,61.49,0,2,"Usages for Double Low Burner for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,27.3247222222222,2.25,,
14478,1.37,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,0.824722222222222,1.65,,
14479,15.77,0,2,"Usages for Burner 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,7.00583333333333,2.25,,
14480,4.63,0,2,"Usages for Burner 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,3.08472222222222,1.5,,
14481,1.24,0,2,"Usages for Fryer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,0.632222222222222,1.95,,
14482,0.01,0,2,"Usages for Small Mixer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,691,401,2,4,0.000555555555555556,1.5,,
14483,0.02,0,2,"Usages for Oven 5 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00694444444444444,1.75,,
14484,0.05,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0252777777777778,1.75,,
14485,0.03,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0144444444444444,1.75,,
14486,0.01,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00111111111111111,1.75,,
14487,0.03,0,2,"Usages for Oven 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0122222222222222,1.75,,
14488,0.02,0,2,"Usages for Oven 6 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00888888888888889,1.75,,
14489,0.02,0,2,"Usages for Oven 4 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00638888888888889,1.75,,
14490,0.02,0,2,"Usages for Large Mixer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00638888888888889,1.75,,
14491,0.01,0,2,"Usages for Mixer for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00388888888888889,2,,
14492,0.01,0,2,"Usages for Oven 3 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00111111111111111,1.75,,
14493,0.01,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 417 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00166666666666667,1.75,,
14494,0.04,0,2,"Usages for Burner 2 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0141666666666667,2.25,,
14495,0.11,0,2,"Usages for Fryer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0516666666666667,1.95,,
14496,0.06,0,2,"Usages for Double Low Burner for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0225,2.25,,
14497,0.01,0,2,"Usages for Burner 3 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00333333333333333,1.5,,
14498,0.02,0,2,"Usages for Oven 1 for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00861111111111111,1.75,,
14499,0.03,0,2,"Usages for Range Left for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0158333333333333,1.65,,
14500,0.02,0,2,"Usages for Range Right for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0136111111111111,1,,
14501,0.02,0,2,"Usages for Small Mixer for the month of Apr, 2024 at 401 Industrial",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00805555555555556,1.5,,
14502,0.01,0,2,"Usages for Fryer (Left) for the month of Apr, 2024 at Laurel Street - Downstairs (HACCP)",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00111111111111111,2.15,,
14503,0.01,0,2,"Usages for Mixer for the month of Apr, 2024 at Laurel Street - Downstairs (HACCP)",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.000833333333333333,2,,
14504,0.02,0,2,"Usages for Goodly - Kettle 2 for the month of Apr, 2024 at Laurel Street - Downstairs (HACCP)",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00361111111111111,5,,
14505,0.01,0,2,"Usages for Kirin - Steamer for the month of Apr, 2024 at Laurel Street - Downstairs (HACCP)",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.0025,1.75,,
14506,0.01,0,2,"Usages for Oven 1 for the month of Apr, 2024 at Laurel Street - Downstairs (HACCP)",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.00444444444444444,1.75,,
14507,0.01,0,2,"Usages for Oven 1 for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.000555555555555556,1.75,,
14508,0.01,0,2,"Usages for Range for the month of Apr, 2024 at Laurel Street Upstairs",2024-05-02 22:45:05.897728+00,2024-04-30 00:00:00+00,43,401,2,4,0.000277777777777778,1.5,,
12498,45.93,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,667,401,2,1,45.9230555555556,1,,
12499,41.18,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,667,401,2,1,24.9563888888889,1.65,,
12500,1.95,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,667,401,2,1,0.865833333333333,2.25,,
12501,0.06,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,667,401,2,1,0.0241666666666667,2.25,,
12502,4.2,0,2,"Usages for Oven 5 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,667,401,2,1,2.39888888888889,1.75,,
12503,29.98,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,18.1677777777778,1.65,,
12504,5.77,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,5.76055555555556,1,,
12505,1.71,0,2,"Usages for Oven 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,0.973888888888889,1.75,,
12506,6.18,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,2.74555555555556,2.25,,
12507,4.62,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,2.04944444444444,2.25,,
12508,5.42,0,2,"Usages for Burner 3 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,3.61083333333333,1.5,,
12509,7.76,0,2,"Usages for Oven 1 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,650,401,2,1,4.43222222222222,1.75,,
12510,24.51,0,2,"Usages for Oven 6 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,14.0033333333333,1.75,,
12511,4.16,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,2.51583333333333,1.65,,
12512,1.22,0,2,"Usages for Oven 5 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,0.693611111111111,1.75,,
12513,3.2,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,1.42083333333333,2.25,,
12514,1.53,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,0.679166666666666,2.25,,
12515,0.44,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,584,401,2,1,0.435833333333333,1,,
12516,8.27,0,2,"Usages for Oven 6 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,4.72055555555556,1.75,,
12517,0,0,2,"Usages for Oven 5 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,0,1.75,,
12518,0.03,0,2,"Usages for Oven 3 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,0.0155555555555556,1.75,,
12519,0,0,2,"Usages for Oven 1 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,0,1.75,,
12520,0.01,0,2,"Usages for Oven 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,0.000833333333333333,1.75,,
12521,4.81,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,2.91361111111111,1.65,,
12522,4.61,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,2.045,2.25,,
12523,7.02,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,3.1175,2.25,,
12524,2.65,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,2.64555555555556,1,,
12525,0,0,2,"Usages for Oven 4 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,683,401,2,1,0,1.75,,
12526,28.55,0,2,"Usages for Burner 3 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,19.0322222222222,1.5,,
12527,9.12,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,5.52361111111111,1.65,,
12528,133.54,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,59.3511111111111,2.25,,
12529,7.37,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,7.36444444444444,1,,
12530,5.47,0,2,"Usages for Small Mixer for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,3.64472222222222,1.5,,
12531,19.66,0,2,"Usages for Oven 1 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,11.2322222222222,1.75,,
12532,0.09,0,2,"Usages for Oven 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,0.0511111111111111,1.75,,
12533,0.31,0,2,"Usages for Oven 5 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,0.173611111111111,1.75,,
12534,20.65,0,2,"Usages for Oven 6 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,11.7958333333333,1.75,,
12535,0.04,0,2,"Usages for Oven 4 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,0.02,1.75,,
12536,28.34,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,654,401,2,1,12.5938888888889,2.25,,
12537,27.42,0,2,"Usages for Oven 1 for the month of Jan, 2024 at Laurel Street Upstairs",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,234,401,2,1,15.6661111111111,1.75,,
12538,299.08,0,2,"Usages for Mochido Fryer for the month of Jan, 2024 at Laurel Street Upstairs",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,234,401,2,1,170.901944444444,1.75,,
12539,1.05,0,2,"Usages for Range for the month of Jan, 2024 at Laurel Street Upstairs",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,234,401,2,1,0.696944444444444,1.5,,
12540,0,0,2,"Usages for Double Burner for the month of Jan, 2024 at Laurel Street Upstairs",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,234,401,2,1,0,1.5,,
12541,9.71,0,2,"Usages for Oven 2 for the month of Jan, 2024 at Laurel Street Upstairs",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,234,401,2,1,5.54805555555556,1.75,,
12542,28.9,0,2,"Usages for Double Low Burner for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,12.8405555555556,2.25,,
12543,74.3,0,2,"Usages for Range Left for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,45.0294444444444,1.65,,
12544,0.31,0,2,"Usages for Oven 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,0.175,1.75,,
12545,6.78,0,2,"Usages for Range Right for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,6.77555555555556,1,,
12546,3.88,0,2,"Usages for Burner 2 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,1.72444444444444,2.25,,
12547,0,0,2,"Usages for Small Mixer for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,0,1.5,,
12548,0.01,0,2,"Usages for Burner 3 for the month of Jan, 2024 at 401 Industrial",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,601,401,2,1,0.00277777777777778,1.5,,
12549,9.64,0,2,"Usages for Dble Burner 2 (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,5.50388888888889,1.75,,
12550,381.12,0,2,"Usages for Kirin - Wok for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,217.780555555556,1.75,,
12551,381.12,0,2,"Usages for Kirin - Steamer for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,217.781111111111,1.75,,
12552,89.82,0,2,"Usages for Dble Burner 1 (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,51.3244444444444,1.75,,
12553,38.9,0,2,"Usages for Fryer (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,18.0886111111111,2.15,,
12554,0.85,0,2,"Usages for Oven 1 for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,0.481111111111111,1.75,,
12555,9.03,0,2,"Usages for Dble Burner 4 (Right) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,5.15694444444444,1.75,,
12556,8.25,0,2,"Usages for Dble Burner 3 (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,167,401,2,1,4.70888888888889,1.75,,
12557,525.44,0,2,"Usages for Range (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,168,401,2,1,350.289444444444,1.5,,
12558,383.46,0,2,"Usages for Dble Burner 1 (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,168,401,2,1,219.116666666667,1.75,,
12559,469.62,0,2,"Usages for Fryer (Left) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,168,401,2,1,218.424722222222,2.15,,
12560,582.96,0,2,"Usages for Oven 1 for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,168,401,2,1,333.115555555556,1.75,,
12561,89.62,0,2,"Usages for Dble Burner 4 (Right) for the month of Jan, 2024 at Laurel Street - Downstairs (HACCP)",2024-02-03 01:55:38.39687+00,2024-01-31 00:00:00+00,168,401,2,1,51.2083333333333,1.75,,
