id,description,subtotal_before_tax,tax_amount,quantity,price_per_unit,amount_multiplier,tax_id,charge_id,account_code,internal_note,invoice_id,status
20010,"Membership fee for the month of January, 2024",3504.76,175.24,1,3504.76,,2,12025,400,,5041,0
18524,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.0002777777777777778,1.75,,2,10904,401,,4779,0
18525,"Membership fee - August pro rated 20 days 1/2 station for the month of September, 2023",1366.66,68.33,,,,2,10905,400,,4779,0
18527,"Membership fee for the month of August, 15 Aug to 31st Aug  for the month of August, 2023",350,17.5,,,,2,10903,400,,4777,0
20013,"Usages for Range for the month of Dec, 2023 at Laurel Street Upstairs",3.44,0.17,2.28666666666667,1.5,,2,11872,401,,5010,0
20014,"Usages for Oven 2 for the month of Dec, 2023 at Laurel Street Upstairs",0.81,0.04,0.535,1.5,,2,11873,401,,5010,0
20016,"Membership Fee for the month of January, 2024",5602,280.1,1,5602,1,2,,400,,5045,0
23027,"Membership for the month of May, 2024",600,30.00,,,,2,14606,400,,5561,0
23028,"Usages for Oven 1 for the month of Apr, 2024 at 417 Industrial",0.04,0.00,0.0202777777777778,1.75,,2,14427,401,,5562,0
20022,"Usages for Oven 3 for the month of Dec, 2023 at 417 Industrial",0.08,0,0.045,1.75,,2,11962,401,,4997,0
20023,"Usages for Upmeals - Combi Oven for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.01,0,0.000555555555555556,5.5,,2,11934,401,,4997,0
20024,"Usages for Oven 1 for the month of Dec, 2023 at 417 Industrial",0.09,0,0.0486111111111111,1.75,,2,11960,401,,4997,0
20025,"Usages for Oven 2 for the month of Dec, 2023 at 417 Industrial",0.08,0,0.045,1.75,,2,11961,401,,4997,0
20026,"Usages for Oven 1 for the month of Dec, 2023 at Laurel Street Upstairs",3.5,0.18,2.32833333333333,1.5,,2,11952,401,,4997,0
20027,"Usages for Range for the month of Dec, 2023 at Laurel Street Upstairs",0,0,,1.5,,2,11964,401,,4997,0
20028,"Usages for Kirin - Wok for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.01,0,0.00194444444444444,1.75,,2,11938,401,,4997,0
20029,"Usages for Oven 1 for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.02,0,0.00805555555555556,1.35,,2,11941,401,,4997,0
20030,"Usages for Range (Left) for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.01,0,0.00138888888888889,1.5,,2,11936,401,,4997,0
20031,"Usages for Goodly - Kettle 2 for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0,0,,5,,2,11933,401,,4997,0
20032,"Usages for Oven 4 for the month of Dec, 2023 at 417 Industrial",0.08,0,0.0441666666666667,1.75,,2,11959,401,,4997,0
20033,"Usages for Dble Burner 1 (Left) for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.01,0,0.00444444444444444,1.75,,2,11944,401,,4997,0
20034,"Usages for Fryer for the month of Dec, 2023 at 401 Industrial",0.19,0.01,0.0958333333333333,1.95,,2,11956,401,,4997,0
20035,"Usages for Mixer for the month of Dec, 2023 at 417 Industrial",0.07,0,0.0369444444444444,1.7,,2,11963,401,,4997,0
20036,"Usages for Kirin - Steamer for the month of Dec, 2023 at Laurel Street - Downstairs (HACCP)",0.01,0,0.0025,1.75,,2,11939,401,,4997,0
23029,"Usages for Oven 3 for the month of Apr, 2024 at 417 Industrial",2.05,0.10,1.16972222222222,1.75,,2,14426,401,,5562,0
23030,"Membership fee for the month of May, 2024",450,22.50,,,,2,14574,400,,5562,0
23031,"Membership fee for the month of May, 2024",7904.76,395.24,,,,2,14560,400,,5563,0
23032,"Membership fee for the month of May, 2024",300,15.00,,,,2,14538,400,,5564,0
18543,"Usages for Range Right for the month of Jul, 2023 at 401 Industrial",1.67,0.08,1.6708333333333334,1,,2,10914,401,,4782,0
18544,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",10.83,0.54,4.813888888888889,2.25,,2,10924,401,,4782,0
18545,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",23.27,1.16,13.295,1.75,,2,10921,401,,4782,0
18546,"Membership fee for the month of September, 2023",3200,160.00,,,,2,11110,401,,4782,0
18547,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.45,0.02,0.2563888888888889,1.75,,2,10926,401,,4782,0
18548,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",471.13,23.56,285.53361111111116,1.65,,2,10913,401,,4782,0
18549,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",187.38,9.37,187.3777777777778,1,,2,10920,401,,4782,0
18550,"Usages for Fryer for the month of Jul, 2023 at 401 Industrial",3.39,0.17,1.7375,1.95,,2,10915,401,,4782,0
18551,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",123.65,6.18,70.6588888888889,1.75,,2,10990,401,,4783,0
18552,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",23.09,1.15,13.196666666666667,1.75,,2,10993,401,,4783,0
18553,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",6.67,0.33,3.812777777777778,1.75,,2,10992,401,,4783,0
18554,"Usages for Mixer for the month of Aug, 2023 at 417 Industrial",3.22,0.16,1.8938888888888887,1.7,,2,10991,401,,4783,0
18555,"Membership fee for the month of September, 2023",2650,132.50,,,,2,11108,400,,4783,0
18556,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",30.23,1.51,17.276944444444446,1.75,,2,10982,401,,4784,0
18557,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",24.92,1.25,15.102222222222222,1.65,,2,10978,401,,4784,0
18558,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.80,0.04,0.45583333333333337,1.75,,2,10984,401,,4784,0
18559,"Usages for Oven 2 for the month of Aug, 2023 at 401 Industrial",3.02,0.15,1.7275,1.75,,2,10979,401,,4784,0
18560,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",6.44,0.32,6.438611111111111,1,,2,10980,401,,4784,0
18561,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",6.69,0.33,3.8225000000000002,1.75,,2,10981,401,,4784,0
18562,"Usages for Oven 4 for the month of Aug, 2023 at 401 Industrial",1.68,0.08,0.9611111111111111,1.75,,2,10983,401,,4784,0
18563,"Membership fee for the month of September, 2023",1500,75.00,,,,2,11073,400,,4784,0
18564,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",4.90,0.24,2.178888888888889,2.25,,2,10985,401,,4784,0
18565,"Membership fee for the month of September, 2023",475,23.75,,,,2,11115,400,,4785,0
18566,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",2.07,0.10,1.1827777777777777,1.75,,2,10939,401,,4786,0
18567,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",14.25,0.71,14.253888888888888,1,,2,10940,401,,4786,0
18568,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",237.01,11.85,143.64500000000007,1.65,,2,10930,401,,4786,0
18569,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",54.35,2.72,36.23055555555556,1.5,,2,10931,401,,4786,0
18570,"Usages for Oven 2 for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.0002777777777777778,1.75,,2,10941,401,,4786,0
18571,"Usages for Oven 4 for the month of Aug, 2023 at 401 Industrial",9.54,0.48,5.451944444444444,1.75,,2,10936,401,,4786,0
18572,"Usages for Large Mixer for the month of Aug, 2023 at 401 Industrial",19.68,0.98,11.243055555555552,1.75,,2,10929,401,,4786,0
18573,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",410.06,20.50,182.25083333333336,2.25,,2,10928,401,,4786,0
18574,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",5.65,0.28,3.228611111111111,1.75,,2,10938,401,,4786,0
18575,"Usages for Fryer for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.0008333333333333333,1.95,,2,10935,401,,4786,0
18576,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",6.27,0.31,3.5819444444444444,1.75,,2,10932,401,,4786,0
18577,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",92.82,4.64,41.25416666666666,2.25,,2,10934,401,,4786,0
18578,"Membership fee for the month of September, 2023",3200,160.00,,,,2,11075,400,,4786,0
18579,"Usages for Small Mixer for the month of Aug, 2023 at 401 Industrial",1.00,0.05,0.6666666666666666,1.5,,2,10933,401,,4786,0
18580,"Usages for Oven 1 for the month of Aug, 2023 at 401 Industrial",0.24,0.01,0.13805555555555554,1.75,,2,10937,401,,4786,0
18581,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",1.34,0.07,0.7680555555555556,1.75,,2,10956,401,,4787,0
18582,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",6.55,0.33,2.9094444444444445,2.25,,2,10957,401,,4787,0
18583,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",0.45,0.02,0.2702777777777778,1.65,,2,10958,401,,4787,0
18584,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",89.04,4.45,59.36305555555555,1.5,,2,10954,401,,4787,0
18585,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",26.70,1.34,11.865,2.25,,2,10952,401,,4787,0
18586,"Usages for Oven 1 for the month of Aug, 2023 at 401 Industrial",0.01,0.00,0.004166666666666667,1.75,,2,10959,401,,4787,0
18587,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",13.53,0.68,13.525833333333331,1,,2,10955,401,,4787,0
18588,"Rent Charge for one station  for the month of September, 2023",3200,160.00,,,,2,11120,400,,4787,0
18589,"Usages for Oven 2 for the month of Aug, 2023 at 401 Industrial",54.91,2.75,31.376666666666665,1.75,,2,10953,401,,4787,0
18590,"Usages for Oven 2 for the month of Aug, 2023 at 417 Industrial",3.45,0.17,1.9736111111111112,1.75,,2,11001,401,,4788,0
18591,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",75.12,3.76,42.92555555555555,1.75,,2,11000,401,,4788,0
18592,"$1650 half station, (includes $25 plug-in charge)  for the month of September, 2023",1650,82.50,,,,2,11114,400,,4788,0
18593,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",3.99,0.20,2.281111111111111,1.75,,2,11002,401,,4788,0
18594,"Membership fee for the month of September, 2023",500,25.00,,,,2,11087,400,,4789,0
18595,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",1.36,0.07,0.7758333333333334,1.75,,2,10986,401,,4790,0
18596,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",3.69,0.18,1.6416666666666666,2.25,,2,10988,401,,4790,0
18597,"Membership fee for the month of September, 2023",5500,275.00,,,,2,11074,400,,4790,0
18598,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",7.17,0.36,4.7825,1.5,,2,10987,401,,4790,0
18599,"Usages for Fryer for the month of Aug, 2023 at 401 Industrial",2.08,0.10,1.0683333333333334,1.95,,2,10989,401,,4790,0
18600,Fryer Work Combined - labour 2 hours plus travel,343.75,17.19,2.75,125,,2,10910,443,,4791,0
18601,"Usages for Mochido Fryer for the month of Aug, 2023 at Laurel Street Upstairs",321.13,16.06,183.50027777777777,1.75,,2,11035,401,,4791,0
18602,"Usages for Oven 1 for the month of Aug, 2023 at Laurel Street Upstairs",16.51,0.83,11.009166666666665,1.5,,2,11037,401,,4791,0
18603,"Membership Fee for the month of September, 2023",5602,280.10,,,,2,11076,400,,4791,0
18604,Work on Fryers Materials - August 26,390,19.50,1,390,,2,10908,443,,4791,0
18605,Fryer Work - Materials Email August 28,510,25.50,1,510,,2,10909,443,,4791,0
18606,"Usages for Oven 2 for the month of Aug, 2023 at Laurel Street Upstairs",9.26,0.46,6.171944444444444,1.5,,2,11036,401,,4791,0
18607,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",2.11,0.11,1.2047222222222222,1.75,,2,11050,401,,4792,0
18608,"Membership fee for the month of September, 2023",450,22.50,,,,2,11086,400,,4792,0
18609,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",0.00,0.00,0.0011111111111111111,1.75,,2,11028,401,,4793,0
18610,"Usages for Oven 1 for the month of Aug, 2023 at 401 Industrial",0.99,0.05,0.5661111111111111,1.75,,2,11018,401,,4793,0
18611,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.04,0.00,0.021666666666666667,1.75,,2,11013,401,,4793,0
18612," for the month of September, 2023",0,0.00,,,,1,11072,,,4793,0
18613,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",0.08,0.00,0.03722222222222221,2.25,,2,11017,401,,4793,0
18614,"Usages for Oven 2 for the month of Aug, 2023 at 401 Industrial",0.07,0.00,0.039999999999999994,1.75,,2,11014,401,,4793,0
18615,"Usages for Oven 1 for the month of Aug, 2023 at Laurel Street Upstairs",0.01,0.00,0.008888888888888889,1.5,,2,11027,401,,4793,0
18616,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",0.04,0.00,0.029999999999999995,1.5,,2,11019,401,,4793,0
18617,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",0.06,0.00,0.03916666666666667,1.65,,2,11022,401,,4793,0
18618,"Usages for Oven 2 for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",0.00,0.00,0.0022222222222222222,1.35,,2,11029,401,,4793,0
18619,"Usages for Double Burner for the month of Aug, 2023 at Laurel Street Upstairs",0.00,0.00,0.0005555555555555556,1.5,,2,11032,401,,4793,0
18620,"Usages for Fryer for the month of Aug, 2023 at 401 Industrial",0.02,0.00,0.011666666666666667,1.95,,2,11026,401,,4793,0
18621,"Usages for Oven 4 for the month of Aug, 2023 at 401 Industrial",0.07,0.00,0.04055555555555556,1.75,,2,11023,401,,4793,0
18622,"Usages for Mochido Fryer for the month of Aug, 2023 at Laurel Street Upstairs",0.00,0.00,0.0002777777777777778,1.75,,2,11031,401,,4793,0
18623,"Usages for Small Mixer for the month of Aug, 2023 at 401 Industrial",0.01,0.00,0.006666666666666667,1.5,,2,11025,401,,4793,0
18624,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",0.03,0.00,0.03333333333333333,1,,2,11020,401,,4793,0
18625,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",0.00,0.00,0.0005555555555555556,1.75,,2,11030,401,,4793,0
18626,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",0.02,0.00,0.012222222222222223,1.75,,2,11015,401,,4793,0
18627,"Usages for Oven 2 for the month of Aug, 2023 at Laurel Street Upstairs",1.37,0.07,0.9138888888888889,1.5,,2,11016,401,,4793,0
18628,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",0.04,0.00,0.019444444444444445,2.25,,2,11021,401,,4793,0
18629,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",0.14,0.01,0.07861111111111112,1.75,,2,11024,401,,4793,0
18630,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",10.96,0.55,6.262777777777778,1.75,,2,11005,401,,4794,0
18631,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",12.92,0.65,7.383333333333334,1.75,,2,11006,401,,4794,0
18632,"Contract expires 30th September 2023
475 + 10% Uplift 
 for the month of September, 2023",522.5,26.12,,,,2,11106,400,,4794,0
18633,"Usages for Oven 2 for the month of Aug, 2023 at 417 Industrial",10.44,0.52,5.963611111111111,1.75,,2,11004,401,,4794,0
18634,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",5.05,0.25,2.8855555555555554,1.75,,2,11003,401,,4794,0
18635,"Membership fee  for the month of September, 2023",1950,97.50,,,,2,11080,401,,4795,0
18636,"Usages for Oven 2 for the month of Aug, 2023 at Laurel Street Upstairs",71.72,3.59,47.81472222222223,1.5,,2,11033,401,,4795,0
18637,"Usages for Oven 1 for the month of Aug, 2023 at Laurel Street Upstairs",31.24,1.56,20.82472222222222,1.5,,2,11034,401,,4795,0
18638,"Membership fee for the month of September, 2023",575,28.75,,,,2,11099,400,,4796,0
18640,"Usages for Fryer (Left) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",359.23,17.96,239.4880555555556,1.5,,2,10963,401,,4797,0
18641,"Usages for Range (Left) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",516.05,25.80,344.03166666666664,1.5,,2,10964,401,,4797,0
18642,"Usages for Mixer for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",0.02,0.00,0.010833333333333334,1.5,,2,10969,401,,4797,0
18643,"Usages for Dble Burner 2 (Left) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",303.67,15.18,173.52722222222226,1.75,,2,10962,401,,4797,0
18644,"Usages for Oven 1 for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",470.11,23.51,348.22694444444437,1.35,,2,10961,401,,4797,0
18645,"Usages for Dble Burner 1 (Left) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",300.53,15.03,171.73027777777776,1.75,,2,10968,401,,4797,0
18646,"$4200 x 6.5 Stations, $3150 Small Station
 for the month of September, 2023",30450,1522.50,,,,2,11118,400,,4797,0
18647,"Usages for Dble Burner 4 (Right) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",33.94,1.70,19.395,1.75,,2,10967,401,,4797,0
18648,"Usages for Oven 2 for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",17.52,0.88,12.978055555555557,1.35,,2,10966,401,,4797,0
18649,"Usages for Upmeals - Combi Oven for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",2362.46,118.12,429.53805555555556,5.5,,2,10965,401,,4797,0
18650,"Freezer space  for the month of September, 2023",650,32.50,,,,2,11117,400,,4797,0
18651,"3 stations added from July 2023 for the month of September, 2023",10000,500.00,,,,2,11116,400,,4797,0
18652,"Usages for Dble Burner 3 (Left) for the month of Aug, 2023 at Laurel Street - Downstairs (HACCP)",505.43,25.27,288.81805555555553,1.75,,2,10960,401,,4797,0
18653,"Membership fee for the month of September, 2023",300,15.00,,,,2,11064,400,,4798,0
18654,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",1.28,0.06,0.7747222222222222,1.65,,2,11047,401,,4799,0
18655,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",3.97,0.20,2.645833333333333,1.5,,2,11046,401,,4799,0
18656,"Membership fee  for the month of September, 2023",850,42.50,,,,2,11081,400,,4799,0
18657,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",0.01,0.00,0.008055555555555555,1.5,,2,11052,401,,4800,0
18658,"Usages for Oven 2 for the month of Aug, 2023 at 401 Industrial",14.73,0.74,8.415277777777778,1.75,,2,11056,401,,4800,0
18659,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",8.26,0.41,3.669722222222222,2.25,,2,11055,401,,4800,0
18660,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",3.51,0.18,2.125277777777778,1.65,,2,11054,401,,4800,0
18661,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",5.49,0.27,5.485277777777777,1,,2,11053,401,,4800,0
18662,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",22.79,1.14,10.13111111111111,2.25,,2,11051,401,,4800,0
18663,"Membership fee  for the month of September, 2023",1850,92.50,,,,2,11119,400,,4800,0
18664,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",0.88,0.04,0.5047222222222222,1.75,,2,11009,401,,4801,0
18665,"Usages for Mixer for the month of Aug, 2023 at 417 Industrial",0.45,0.02,0.26305555555555554,1.7,,2,11010,401,,4801,0
18666,"Membership fee for the month of September, 2023",1550,77.50,,,,2,11077,400,,4801,0
18667,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",0.63,0.03,0.36194444444444446,1.75,,2,11007,401,,4801,0
18668,"Usages for Oven 2 for the month of Aug, 2023 at 417 Industrial",15.55,0.78,8.887500000000001,1.75,,2,11008,401,,4801,0
18669,"Membership fee  for the month of September, 2023",1850,92.50,,,,2,11067,400,,4802,0
18670,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.001388888888888889,1.75,,2,11048,401,,4802,0
18671,"Membership fee for the month of September, 2023",600,30.00,,,,2,11090,400,,4803,0
18672,credit for appliance usage in August,-4.18,-0.21,1,-4.18,,2,10906,401,,4804,0
18673,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.06,0.00,0.035,1.75,,2,11058,401,,4804,0
18674,"Usages for Fryer for the month of Aug, 2023 at 401 Industrial",1.18,0.06,0.6030555555555556,1.95,,2,11060,401,,4804,0
18675,"Membership fee  for the month of September, 2023",2050,102.50,,,,2,11066,400,,4804,0
18676,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",2.91,0.15,1.6624999999999999,1.75,,2,11059,401,,4804,0
18677,"Quarter Station for the month of September, 2023",950,47.50,,,,2,11111,400,,4805,0
18678,"Usages for Oven 4 for the month of Aug, 2023 at 417 Industrial",12.25,0.61,6.9975000000000005,1.75,,2,11039,401,,4805,0
18679,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",2.22,0.11,1.2675,1.75,,2,11040,401,,4805,0
18680,"Usages for Oven 2 for the month of Aug, 2023 at 417 Industrial",16.00,0.80,9.143055555555556,1.75,,2,11038,401,,4805,0
18681,"Membership fee  for the month of September, 2023",2650,132.50,,,,2,11083,400,,4806,0
18682,Plug pick up delivery and install,218.75,10.94,1.75,125,,2,10912,443,,4806,0
18683,Plug materials,155,7.75,1,155,,2,10911,443,,4806,0
18684,"Membership fee from 15th August to 31st August  for the month of September, 2023",1550,77.50,,,,2,11068,400,,4807,0
18685,"Membership fee from June 1 2023 contract to full station  for the month of September, 2023",2650,132.50,,,,2,11096,400,,4808,0
18686,"Plug in charge per month  for the month of September, 2023",160,8.00,,,,2,11095,400,,4808,0
18687,"Membership fee for the month of September, 2023",1150,57.50,,,,2,11094,400,,4809,0
18688,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",28.92,1.45,16.5275,1.75,,2,11011,401,,4810,0
18689,"Usages for Mixer for the month of Aug, 2023 at 417 Industrial",2.37,0.12,1.3969444444444443,1.7,,2,11012,401,,4810,0
18690,"Membership fee for the month of September, 2023",1630,81.50,,,,2,11084,400,,4810,0
19692,"Usages for Range Left for the month of Dec, 2023 at 401 Industrial",15.49,0.77,9.38305555555556,1.65,,2,11825,401,,4993,0
19693,"Usages for Small Mixer for the month of Dec, 2023 at 401 Industrial",0.01,0.00,0.00472222222222222,1.5,,2,11830,401,,4993,0
18693,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",27.70,1.38,15.827499999999999,1.75,,2,10950,401,,4813,0
18694,"Membership fee for the month of September, 2023",1600,80.00,,,,2,11107,400,,4813,0
18695,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",0.03,0.00,0.015555555555555555,1.75,,2,10951,401,,4813,0
18696,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",3.19,0.16,1.8225,1.75,,2,10972,401,,4814,0
18697,"Usages for Fryer for the month of Aug, 2023 at 401 Industrial",0.62,0.03,0.31555555555555553,1.95,,2,10976,401,,4814,0
18698,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",2.77,0.14,1.6758333333333333,1.65,,2,10970,401,,4814,0
18699,"Membership Fee  for the month of September, 2023",2800,140.00,,,,2,11103,400,,4814,0
18700,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",20.01,1.00,13.339722222222225,1.5,,2,10975,401,,4814,0
18701,"Usages for Small Mixer for the month of Aug, 2023 at 401 Industrial",16.59,0.83,11.061666666666666,1.5,,2,10974,401,,4814,0
18702,"Usages for Range Right for the month of Aug, 2023 at 401 Industrial",10.77,0.54,10.774166666666666,1,,2,10971,401,,4814,0
18703,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",1.47,0.07,0.6552777777777777,2.25,,2,10977,401,,4814,0
18704,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",13.91,0.70,6.182777777777778,2.25,,2,10973,401,,4814,0
18705,"Usages for Oven 2 for the month of Aug, 2023 at 417 Industrial",8.86,0.44,5.063611111111111,1.75,,2,11042,401,,4815,0
18706,"Usages for Oven 1 for the month of Aug, 2023 at 417 Industrial",9.48,0.47,5.415277777777778,1.75,,2,11043,401,,4815,0
18707,"Membership Fee for the month of September, 2023",1600,80.00,,,,2,11098,400,,4815,0
18708,"Usages for Mixer for the month of Aug, 2023 at 417 Industrial",7.85,0.39,4.619722222222223,1.7,,2,11041,401,,4815,0
18709,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",2.85,0.14,1.6308333333333334,1.75,,2,11044,401,,4815,0
19694,"Usages for Burner 3 for the month of Dec, 2023 at 401 Industrial",19.63,0.98,13.0816666666667,1.5,,2,11823,401,,4993,0
18711,"Membership fee  for the month of September, 2023",550,27.50,,,,2,11091,400,,4817,0
18712,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",8.01,0.40,4.575,1.75,,2,11045,401,,4818,0
18713,"Freezer plug in charge  for the month of September, 2023",30,1.50,,,,2,11112,400,,4818,0
18714,"Membership fee for the month of September, 2023",665,33.25,,,,2,11113,400,,4818,0
18715,"Membership fee for the month of September, 2023",950,47.50,,,,2,11121,400,,4819,0
18716,"Usages for Oven 3 for the month of Aug, 2023 at 417 Industrial",5.36,0.27,3.0624999999999996,1.75,,2,11049,401,,4819,0
18717,"Usages for Burner 2 for the month of Aug, 2023 at 401 Industrial",5.29,0.26,2.35,2.25,,2,10946,401,,4820,0
18718,"Usages for Oven 6 for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.0016666666666666668,1.75,,2,10947,401,,4820,0
18719,"Usages for Double Low Burner for the month of Aug, 2023 at 401 Industrial",10.77,0.54,4.785277777777778,2.25,,2,10943,401,,4820,0
18720,"Membership fee for the month of September, 2023",950,47.50,,,,2,11105,400,,4820,0
18721,"Usages for Burner 3 for the month of Aug, 2023 at 401 Industrial",0.04,0.00,0.02722222222222222,1.5,,2,10945,401,,4820,0
18722,"Usages for Oven 5 for the month of Aug, 2023 at 401 Industrial",0.00,0.00,0.0005555555555555556,1.75,,2,10948,401,,4820,0
18723,"Usages for Large Mixer for the month of Aug, 2023 at 401 Industrial",0.49,0.02,0.2772222222222222,1.75,,2,10944,401,,4820,0
18724,"Usages for Oven 4 for the month of Aug, 2023 at 401 Industrial",0.87,0.04,0.4975,1.75,,2,10949,401,,4820,0
18725,"Usages for Oven 3 for the month of Aug, 2023 at 401 Industrial",3.10,0.16,1.7733333333333334,1.75,,2,10942,401,,4820,0
19695,"Usages for Fryer for the month of Dec, 2023 at 401 Industrial",2.46,0.12,1.25805555555556,1.95,,2,11826,401,,4993,0
18727,"Usages for Range Left for the month of Aug, 2023 at 401 Industrial",16.08,0.80,9.746666666666666,1.65,,2,11057,401,,4822,0
18728,"Membership fee for the month of September, 2023",450,22.50,,,,2,11102,400,,4822,0
19696,"Usages for Double Low Burner for the month of Dec, 2023 at 401 Industrial",6.26,0.31,2.78222222222222,2.25,,2,11827,401,,4993,0
19697,"Usages for Range Right for the month of Dec, 2023 at 401 Industrial",1.65,0.08,1.64083333333333,1,,2,11824,401,,4993,0
18731,"Membership fee for the month of September, 2023",500,25.00,,,,2,11070,400,,4824,0
18732,"Cold storage  for the month of September, 2023",150,7.50,,,,2,11069,400,,4824,0
18733,"Membership fee for the month of September, 2023",1850,92.50,,,,2,11100,400,,4825,0
18734,"Membership for the month of September, 2023",600,30.00,,,,2,11122,400,,4826,0
18735,"Membership fee for the month of September, 2023",600,30.00,,,,2,11092,400,,4827,0
