id,start_time,end_time,asset_id,principal_id,series_id,description,charge_id,booking_status,is_active
2006,2023-06-23 11:30:00+00,2023-06-23 16:30:00+00,24,273,59,,,3,t
2007,2023-06-30 11:30:00+00,2023-06-30 16:30:00+00,24,273,59,,,3,t
2009,2023-07-14 11:30:00+00,2023-07-14 16:30:00+00,24,273,59,,,3,t
2010,2023-07-21 11:30:00+00,2023-07-21 16:30:00+00,24,273,59,,,3,t
2011,2023-07-28 11:30:00+00,2023-07-28 16:30:00+00,24,273,59,,,3,t
2012,2023-08-04 11:30:00+00,2023-08-04 16:30:00+00,24,273,59,,,3,t
2013,2023-08-11 11:30:00+00,2023-08-11 16:30:00+00,24,273,59,,,3,t
2014,2023-08-18 11:30:00+00,2023-08-18 16:30:00+00,24,273,59,,,3,t
2016,2023-09-01 11:30:00+00,2023-09-01 16:30:00+00,24,273,59,,,3,t
2017,2023-09-08 11:30:00+00,2023-09-08 16:30:00+00,24,273,59,,,3,t
2018,2023-09-15 11:30:00+00,2023-09-15 16:30:00+00,24,273,59,,,3,t
2019,2023-09-22 11:30:00+00,2023-09-22 16:30:00+00,24,273,59,,,3,t
2020,2023-09-29 11:30:00+00,2023-09-29 16:30:00+00,24,273,59,,,3,t
2022,2023-10-13 11:30:00+00,2023-10-13 16:30:00+00,24,273,59,,,3,t
2023,2023-10-20 11:30:00+00,2023-10-20 16:30:00+00,24,273,59,,,3,t
2024,2023-10-27 11:30:00+00,2023-10-27 16:30:00+00,24,273,59,,,3,t
2025,2023-11-03 11:30:00+00,2023-11-03 16:30:00+00,24,273,59,,,3,t
2026,2023-11-10 11:30:00+00,2023-11-10 16:30:00+00,24,273,59,,,3,t
2028,2023-11-24 11:30:00+00,2023-11-24 16:30:00+00,24,273,59,,,3,t
2029,2023-12-01 11:30:00+00,2023-12-01 16:30:00+00,24,273,59,,,3,t
2030,2023-12-08 11:30:00+00,2023-12-08 16:30:00+00,24,273,59,,,3,t
2031,2023-12-15 11:30:00+00,2023-12-15 16:30:00+00,24,273,59,,,3,t
2032,2023-12-22 11:30:00+00,2023-12-22 16:30:00+00,24,273,59,,,3,t
2033,2023-12-29 11:30:00+00,2023-12-29 16:30:00+00,24,273,59,,,3,t
2035,2024-01-12 11:30:00+00,2024-01-12 16:30:00+00,24,273,59,,,3,t
2036,2024-01-19 11:30:00+00,2024-01-19 16:30:00+00,24,273,59,,,3,t
2037,2024-01-26 11:30:00+00,2024-01-26 16:30:00+00,24,273,59,,,3,t
2038,2024-02-02 11:30:00+00,2024-02-02 16:30:00+00,24,273,59,,,3,t
2039,2024-02-09 11:30:00+00,2024-02-09 16:30:00+00,24,273,59,,,3,t
2041,2024-02-23 11:30:00+00,2024-02-23 16:30:00+00,24,273,59,,,3,t
2042,2024-03-01 11:30:00+00,2024-03-01 16:30:00+00,24,273,59,,,3,t
2043,2024-03-08 11:30:00+00,2024-03-08 16:30:00+00,24,273,59,,,3,t
2044,2024-03-15 11:30:00+00,2024-03-15 16:30:00+00,24,273,59,,,3,t
2045,2024-03-22 11:30:00+00,2024-03-22 16:30:00+00,24,273,59,,,3,t
2047,2024-04-05 11:30:00+00,2024-04-05 16:30:00+00,24,273,59,,,3,t
2048,2024-04-12 11:30:00+00,2024-04-12 16:30:00+00,24,273,59,,,3,t
2049,2024-04-19 11:30:00+00,2024-04-19 16:30:00+00,24,273,59,,,3,t
2050,2024-04-26 11:30:00+00,2024-04-26 16:30:00+00,24,273,59,,,3,t
2602,2023-05-27 15:30:00+00,2023-05-27 23:00:00+00,7,273,72,,,3,t
2603,2023-06-03 15:30:00+00,2023-06-03 23:00:00+00,7,273,72,,,3,t
2053,2023-05-19 11:30:00+00,2023-05-19 13:30:00+00,9,536,60,,,3,t
2054,2023-05-26 11:30:00+00,2023-05-26 13:30:00+00,9,536,60,,,3,t
2055,2023-06-02 11:30:00+00,2023-06-02 13:30:00+00,9,536,60,,,3,t
2056,2023-06-09 11:30:00+00,2023-06-09 13:30:00+00,9,536,60,,,3,t
2057,2023-06-16 11:30:00+00,2023-06-16 13:30:00+00,9,536,60,,,3,t
2059,2023-06-30 11:30:00+00,2023-06-30 13:30:00+00,9,536,60,,,3,t
2060,2023-07-07 11:30:00+00,2023-07-07 13:30:00+00,9,536,60,,,3,t
2061,2023-07-14 11:30:00+00,2023-07-14 13:30:00+00,9,536,60,,,3,t
2062,2023-07-21 11:30:00+00,2023-07-21 13:30:00+00,9,536,60,,,3,t
2063,2023-07-28 11:30:00+00,2023-07-28 13:30:00+00,9,536,60,,,3,t
2065,2023-08-11 11:30:00+00,2023-08-11 13:30:00+00,9,536,60,,,3,t
2066,2023-08-18 11:30:00+00,2023-08-18 13:30:00+00,9,536,60,,,3,t
2067,2023-08-25 11:30:00+00,2023-08-25 13:30:00+00,9,536,60,,,3,t
2068,2023-09-01 11:30:00+00,2023-09-01 13:30:00+00,9,536,60,,,3,t
2069,2023-09-08 11:30:00+00,2023-09-08 13:30:00+00,9,536,60,,,3,t
2070,2023-09-15 11:30:00+00,2023-09-15 13:30:00+00,9,536,60,,,3,t
2072,2023-09-29 11:30:00+00,2023-09-29 13:30:00+00,9,536,60,,,3,t
2073,2023-10-06 11:30:00+00,2023-10-06 13:30:00+00,9,536,60,,,3,t
2074,2023-10-13 11:30:00+00,2023-10-13 13:30:00+00,9,536,60,,,3,t
2075,2023-10-20 11:30:00+00,2023-10-20 13:30:00+00,9,536,60,,,3,t
2076,2023-10-27 11:30:00+00,2023-10-27 13:30:00+00,9,536,60,,,3,t
2078,2023-11-10 11:30:00+00,2023-11-10 13:30:00+00,9,536,60,,,3,t
2079,2023-11-17 11:30:00+00,2023-11-17 13:30:00+00,9,536,60,,,3,t
2080,2023-11-24 11:30:00+00,2023-11-24 13:30:00+00,9,536,60,,,3,t
2081,2023-12-01 11:30:00+00,2023-12-01 13:30:00+00,9,536,60,,,3,t
2082,2023-12-08 11:30:00+00,2023-12-08 13:30:00+00,9,536,60,,,3,t
2084,2023-12-22 11:30:00+00,2023-12-22 13:30:00+00,9,536,60,,,3,t
2085,2023-12-29 11:30:00+00,2023-12-29 13:30:00+00,9,536,60,,,3,t
2086,2024-01-05 11:30:00+00,2024-01-05 13:30:00+00,9,536,60,,,3,t
2087,2024-01-12 11:30:00+00,2024-01-12 13:30:00+00,9,536,60,,,3,t
2192,2023-05-26 00:00:00+00,2023-05-26 02:30:00+00,7,534,63,,,3,t
2089,2024-01-26 11:30:00+00,2024-01-26 13:30:00+00,9,536,60,,,3,t
2090,2024-02-02 11:30:00+00,2024-02-02 13:30:00+00,9,536,60,,,3,t
2091,2024-02-09 11:30:00+00,2024-02-09 13:30:00+00,9,536,60,,,3,t
2092,2024-02-16 11:30:00+00,2024-02-16 13:30:00+00,9,536,60,,,3,t
2093,2024-02-23 11:30:00+00,2024-02-23 13:30:00+00,9,536,60,,,3,t
2604,2023-06-10 15:30:00+00,2023-06-10 23:00:00+00,7,273,72,,,3,t
2191,2023-05-19 00:00:00+00,2023-05-19 02:30:00+00,7,534,63,,,3,t
2096,2023-05-19 15:30:00+00,2023-05-19 23:30:00+00,7,273,61,,,3,t
2097,2023-05-26 15:30:00+00,2023-05-26 23:30:00+00,7,273,61,,,3,t
2098,2023-06-02 15:30:00+00,2023-06-02 23:30:00+00,7,273,61,,,3,t
2099,2023-06-09 15:30:00+00,2023-06-09 23:30:00+00,7,273,61,,,3,t
2101,2023-06-23 15:30:00+00,2023-06-23 23:30:00+00,7,273,61,,,3,t
2102,2023-06-30 15:30:00+00,2023-06-30 23:30:00+00,7,273,61,,,3,t
2103,2023-07-07 15:30:00+00,2023-07-07 23:30:00+00,7,273,61,,,3,t
2104,2023-07-14 15:30:00+00,2023-07-14 23:30:00+00,7,273,61,,,3,t
2105,2023-07-21 15:30:00+00,2023-07-21 23:30:00+00,7,273,61,,,3,t
2107,2023-08-04 15:30:00+00,2023-08-04 23:30:00+00,7,273,61,,,3,t
2108,2023-08-11 15:30:00+00,2023-08-11 23:30:00+00,7,273,61,,,3,t
2109,2023-08-18 15:30:00+00,2023-08-18 23:30:00+00,7,273,61,,,3,t
2110,2023-08-25 15:30:00+00,2023-08-25 23:30:00+00,7,273,61,,,3,t
2111,2023-09-01 15:30:00+00,2023-09-01 23:30:00+00,7,273,61,,,3,t
2112,2023-09-08 15:30:00+00,2023-09-08 23:30:00+00,7,273,61,,,3,t
2114,2023-09-22 15:30:00+00,2023-09-22 23:30:00+00,7,273,61,,,3,t
2115,2023-09-29 15:30:00+00,2023-09-29 23:30:00+00,7,273,61,,,3,t
2116,2023-10-06 15:30:00+00,2023-10-06 23:30:00+00,7,273,61,,,3,t
2117,2023-10-13 15:30:00+00,2023-10-13 23:30:00+00,7,273,61,,,3,t
2118,2023-10-20 15:30:00+00,2023-10-20 23:30:00+00,7,273,61,,,3,t
2120,2023-11-03 15:30:00+00,2023-11-03 23:30:00+00,7,273,61,,,3,t
2121,2023-11-10 15:30:00+00,2023-11-10 23:30:00+00,7,273,61,,,3,t
2122,2023-11-17 15:30:00+00,2023-11-17 23:30:00+00,7,273,61,,,3,t
2123,2023-11-24 15:30:00+00,2023-11-24 23:30:00+00,7,273,61,,,3,t
2124,2023-12-01 15:30:00+00,2023-12-01 23:30:00+00,7,273,61,,,3,t
2126,2023-12-15 15:30:00+00,2023-12-15 23:30:00+00,7,273,61,,,3,t
2127,2023-12-22 15:30:00+00,2023-12-22 23:30:00+00,7,273,61,,,3,t
2128,2023-12-29 15:30:00+00,2023-12-29 23:30:00+00,7,273,61,,,3,t
2129,2024-01-05 15:30:00+00,2024-01-05 23:30:00+00,7,273,61,,,3,t
2130,2024-01-12 15:30:00+00,2024-01-12 23:30:00+00,7,273,61,,,3,t
2131,2024-01-19 15:30:00+00,2024-01-19 23:30:00+00,7,273,61,,,3,t
2133,2024-02-02 15:30:00+00,2024-02-02 23:30:00+00,7,273,61,,,3,t
2134,2024-02-09 15:30:00+00,2024-02-09 23:30:00+00,7,273,61,,,3,t
2135,2024-02-16 15:30:00+00,2024-02-16 23:30:00+00,7,273,61,,,3,t
2136,2024-02-23 15:30:00+00,2024-02-23 23:30:00+00,7,273,61,,,3,t
2137,2024-03-01 15:30:00+00,2024-03-01 23:30:00+00,7,273,61,,,3,t
2139,2024-03-15 15:30:00+00,2024-03-15 23:30:00+00,7,273,61,,,3,t
2140,2024-03-22 15:30:00+00,2024-03-22 23:30:00+00,7,273,61,,,3,t
2141,2024-03-29 15:30:00+00,2024-03-29 23:30:00+00,7,273,61,,,3,t
2142,2024-04-05 15:30:00+00,2024-04-05 23:30:00+00,7,273,61,,,3,t
2143,2024-04-12 15:30:00+00,2024-04-12 23:30:00+00,7,273,61,,,3,t
2145,2024-04-26 15:30:00+00,2024-04-26 23:30:00+00,7,273,61,,,3,t
2095,2023-05-12 15:30:00+00,2023-05-13 00:00:00+00,7,273,61,,,3,t
2147,2023-05-12 00:00:00+00,2023-05-12 02:00:00+00,7,534,62,,,3,t
2148,2023-05-19 00:00:00+00,2023-05-19 02:00:00+00,7,534,62,,,3,t
2149,2023-05-26 00:00:00+00,2023-05-26 02:00:00+00,7,534,62,,,3,t
2151,2023-06-09 00:00:00+00,2023-06-09 02:00:00+00,7,534,62,,,3,t
2152,2023-06-16 00:00:00+00,2023-06-16 02:00:00+00,7,534,62,,,3,t
2153,2023-06-23 00:00:00+00,2023-06-23 02:00:00+00,7,534,62,,,3,t
2154,2023-06-30 00:00:00+00,2023-06-30 02:00:00+00,7,534,62,,,3,t
2155,2023-07-07 00:00:00+00,2023-07-07 02:00:00+00,7,534,62,,,3,t
2157,2023-07-21 00:00:00+00,2023-07-21 02:00:00+00,7,534,62,,,3,t
2158,2023-07-28 00:00:00+00,2023-07-28 02:00:00+00,7,534,62,,,3,t
2159,2023-08-04 00:00:00+00,2023-08-04 02:00:00+00,7,534,62,,,3,t
2160,2023-08-11 00:00:00+00,2023-08-11 02:00:00+00,7,534,62,,,3,t
2161,2023-08-18 00:00:00+00,2023-08-18 02:00:00+00,7,534,62,,,3,t
2162,2023-08-25 00:00:00+00,2023-08-25 02:00:00+00,7,534,62,,,3,t
2164,2023-09-08 00:00:00+00,2023-09-08 02:00:00+00,7,534,62,,,3,t
2165,2023-09-15 00:00:00+00,2023-09-15 02:00:00+00,7,534,62,,,3,t
2167,2023-09-29 00:00:00+00,2023-09-29 02:00:00+00,7,534,62,,,3,t
23377,2025-11-16 00:00:00+00,2025-11-16 05:30:00+00,93,844,672,,,3,f
2169,2023-10-13 00:00:00+00,2023-10-13 02:00:00+00,7,534,62,,,3,t
2170,2023-10-20 00:00:00+00,2023-10-20 02:00:00+00,7,534,62,,,3,t
2171,2023-10-27 00:00:00+00,2023-10-27 02:00:00+00,7,534,62,,,3,t
2172,2023-11-03 00:00:00+00,2023-11-03 02:00:00+00,7,534,62,,,3,t
2173,2023-11-10 00:00:00+00,2023-11-10 02:00:00+00,7,534,62,,,3,t
2174,2023-11-17 00:00:00+00,2023-11-17 02:00:00+00,7,534,62,,,3,t
2176,2023-12-01 00:00:00+00,2023-12-01 02:00:00+00,7,534,62,,,3,t
2177,2023-12-08 00:00:00+00,2023-12-08 02:00:00+00,7,534,62,,,3,t
2178,2023-12-15 00:00:00+00,2023-12-15 02:00:00+00,7,534,62,,,3,t
2179,2023-12-22 00:00:00+00,2023-12-22 02:00:00+00,7,534,62,,,3,t
2180,2023-12-29 00:00:00+00,2023-12-29 02:00:00+00,7,534,62,,,3,t
2181,2024-01-05 00:00:00+00,2024-01-05 02:00:00+00,7,534,62,,,3,t
2183,2024-01-19 00:00:00+00,2024-01-19 02:00:00+00,7,534,62,,,3,t
2184,2024-01-26 00:00:00+00,2024-01-26 02:00:00+00,7,534,62,,,3,t
2185,2024-02-02 00:00:00+00,2024-02-02 02:00:00+00,7,534,62,,,3,t
2186,2024-02-09 00:00:00+00,2024-02-09 02:00:00+00,7,534,62,,,3,t
2187,2024-02-16 00:00:00+00,2024-02-16 02:00:00+00,7,534,62,,,3,t
2193,2023-06-02 00:00:00+00,2023-06-02 02:30:00+00,7,534,63,,,3,t
2194,2023-06-09 00:00:00+00,2023-06-09 02:30:00+00,7,534,63,,,3,t
2195,2023-06-16 00:00:00+00,2023-06-16 02:30:00+00,7,534,63,,,3,t
2196,2023-06-23 00:00:00+00,2023-06-23 02:30:00+00,7,534,63,,,3,t
2197,2023-06-30 00:00:00+00,2023-06-30 02:30:00+00,7,534,63,,,3,t
2199,2023-07-14 00:00:00+00,2023-07-14 02:30:00+00,7,534,63,,,3,t
2200,2023-07-21 00:00:00+00,2023-07-21 02:30:00+00,7,534,63,,,3,t
2201,2023-07-28 00:00:00+00,2023-07-28 02:30:00+00,7,534,63,,,3,t
2202,2023-08-04 00:00:00+00,2023-08-04 02:30:00+00,7,534,63,,,3,t
2203,2023-08-11 00:00:00+00,2023-08-11 02:30:00+00,7,534,63,,,3,t
2204,2023-08-18 00:00:00+00,2023-08-18 02:30:00+00,7,534,63,,,3,t
2206,2023-09-01 00:00:00+00,2023-09-01 02:30:00+00,7,534,63,,,3,t
2207,2023-09-08 00:00:00+00,2023-09-08 02:30:00+00,7,534,63,,,3,t
2208,2023-09-15 00:00:00+00,2023-09-15 02:30:00+00,7,534,63,,,3,t
2210,2023-09-29 00:00:00+00,2023-09-29 02:30:00+00,7,534,63,,,3,t
2211,2023-10-06 00:00:00+00,2023-10-06 02:30:00+00,7,534,63,,,3,t
2605,2023-06-17 15:30:00+00,2023-06-17 23:00:00+00,7,273,72,,,3,t
2212,2023-10-13 00:00:00+00,2023-10-13 02:30:00+00,7,534,63,,,3,t
2213,2023-10-20 00:00:00+00,2023-10-20 02:30:00+00,7,534,63,,,3,t
2214,2023-10-27 00:00:00+00,2023-10-27 02:30:00+00,7,534,63,,,3,t
2215,2023-11-03 00:00:00+00,2023-11-03 02:30:00+00,7,534,63,,,3,t
2217,2023-11-17 00:00:00+00,2023-11-17 02:30:00+00,7,534,63,,,3,t
2218,2023-11-24 00:00:00+00,2023-11-24 02:30:00+00,7,534,63,,,3,t
2219,2023-12-01 00:00:00+00,2023-12-01 02:30:00+00,7,534,63,,,3,t
2220,2023-12-08 00:00:00+00,2023-12-08 02:30:00+00,7,534,63,,,3,t
2221,2023-12-15 00:00:00+00,2023-12-15 02:30:00+00,7,534,63,,,3,t
2223,2023-12-29 00:00:00+00,2023-12-29 02:30:00+00,7,534,63,,,3,t
2224,2024-01-05 00:00:00+00,2024-01-05 02:30:00+00,7,534,63,,,3,t
2225,2024-01-12 00:00:00+00,2024-01-12 02:30:00+00,7,534,63,,,3,t
2226,2024-01-19 00:00:00+00,2024-01-19 02:30:00+00,7,534,63,,,3,t
2227,2024-01-26 00:00:00+00,2024-01-26 02:30:00+00,7,534,63,,,3,t
2229,2024-02-09 00:00:00+00,2024-02-09 02:30:00+00,7,534,63,,,3,t
2230,2024-02-16 00:00:00+00,2024-02-16 02:30:00+00,7,534,63,,,3,t
2231,2024-02-23 00:00:00+00,2024-02-23 02:30:00+00,7,534,63,,,3,t
3850,2023-06-20 18:00:00+00,2023-06-20 22:00:00+00,5,125,129,,,3,t
2234,2023-05-19 13:00:00+00,2023-05-19 17:30:00+00,8,536,64,,,3,t
2235,2023-05-26 13:00:00+00,2023-05-26 17:30:00+00,8,536,64,,,3,t
2237,2023-06-09 13:00:00+00,2023-06-09 17:30:00+00,8,536,64,,,3,t
2238,2023-06-16 13:00:00+00,2023-06-16 17:30:00+00,8,536,64,,,3,t
2239,2023-06-23 13:00:00+00,2023-06-23 17:30:00+00,8,536,64,,,3,t
2240,2023-06-30 13:00:00+00,2023-06-30 17:30:00+00,8,536,64,,,3,t
2241,2023-07-07 13:00:00+00,2023-07-07 17:30:00+00,8,536,64,,,3,t
2243,2023-07-21 13:00:00+00,2023-07-21 17:30:00+00,8,536,64,,,3,t
2244,2023-07-28 13:00:00+00,2023-07-28 17:30:00+00,8,536,64,,,3,t
2245,2023-08-04 13:00:00+00,2023-08-04 17:30:00+00,8,536,64,,,3,t
2246,2023-08-11 13:00:00+00,2023-08-11 17:30:00+00,8,536,64,,,3,t
2247,2023-08-18 13:00:00+00,2023-08-18 17:30:00+00,8,536,64,,,3,t
2249,2023-09-01 13:00:00+00,2023-09-01 17:30:00+00,8,536,64,,,3,t
2250,2023-09-08 13:00:00+00,2023-09-08 17:30:00+00,8,536,64,,,3,t
2251,2023-09-15 13:00:00+00,2023-09-15 17:30:00+00,8,536,64,,,3,t
2252,2023-09-22 13:00:00+00,2023-09-22 17:30:00+00,8,536,64,,,3,t
2253,2023-09-29 13:00:00+00,2023-09-29 17:30:00+00,8,536,64,,,3,t
2254,2023-10-06 13:00:00+00,2023-10-06 17:30:00+00,8,536,64,,,3,t
2256,2023-10-20 13:00:00+00,2023-10-20 17:30:00+00,8,536,64,,,3,t
2257,2023-10-27 13:00:00+00,2023-10-27 17:30:00+00,8,536,64,,,3,t
2258,2023-11-03 13:00:00+00,2023-11-03 17:30:00+00,8,536,64,,,3,t
2259,2023-11-10 13:00:00+00,2023-11-10 17:30:00+00,8,536,64,,,3,t
2260,2023-11-17 13:00:00+00,2023-11-17 17:30:00+00,8,536,64,,,3,t
2262,2023-12-01 13:00:00+00,2023-12-01 17:30:00+00,8,536,64,,,3,t
2263,2023-12-08 13:00:00+00,2023-12-08 17:30:00+00,8,536,64,,,3,t
2264,2023-12-15 13:00:00+00,2023-12-15 17:30:00+00,8,536,64,,,3,t
2265,2023-12-22 13:00:00+00,2023-12-22 17:30:00+00,8,536,64,,,3,t
2266,2023-12-29 13:00:00+00,2023-12-29 17:30:00+00,8,536,64,,,3,t
2268,2024-01-12 13:00:00+00,2024-01-12 17:30:00+00,8,536,64,,,3,t
2269,2024-01-19 13:00:00+00,2024-01-19 17:30:00+00,8,536,64,,,3,t
2270,2024-01-26 13:00:00+00,2024-01-26 17:30:00+00,8,536,64,,,3,t
2271,2024-02-02 13:00:00+00,2024-02-02 17:30:00+00,8,536,64,,,3,t
2272,2024-02-09 13:00:00+00,2024-02-09 17:30:00+00,8,536,64,,,3,t
2273,2024-02-16 13:00:00+00,2024-02-16 17:30:00+00,8,536,64,,,3,t
2233,2023-05-12 13:00:00+00,2023-05-12 18:30:00+00,8,536,64,,,3,t
2606,2023-06-24 15:30:00+00,2023-06-24 23:00:00+00,7,273,72,,,3,t
2607,2023-07-01 15:30:00+00,2023-07-01 23:00:00+00,7,273,72,,,3,t
2608,2023-07-08 15:30:00+00,2023-07-08 23:00:00+00,7,273,72,,,3,t
2610,2023-07-22 15:30:00+00,2023-07-22 23:00:00+00,7,273,72,,,3,t
2611,2023-07-29 15:30:00+00,2023-07-29 23:00:00+00,7,273,72,,,3,t
2612,2023-08-05 15:30:00+00,2023-08-05 23:00:00+00,7,273,72,,,3,t
2613,2023-08-12 15:30:00+00,2023-08-12 23:00:00+00,7,273,72,,,3,t
2614,2023-08-19 15:30:00+00,2023-08-19 23:00:00+00,7,273,72,,,3,t
2615,2023-08-26 15:30:00+00,2023-08-26 23:00:00+00,7,273,72,,,3,t
2617,2023-09-09 15:30:00+00,2023-09-09 23:00:00+00,7,273,72,,,3,t
2618,2023-09-16 15:30:00+00,2023-09-16 23:00:00+00,7,273,72,,,3,t
2619,2023-09-23 15:30:00+00,2023-09-23 23:00:00+00,7,273,72,,,3,t
2620,2023-09-30 15:30:00+00,2023-09-30 23:00:00+00,7,273,72,,,3,t
2621,2023-10-07 15:30:00+00,2023-10-07 23:00:00+00,7,273,72,,,3,t
2623,2023-10-21 15:30:00+00,2023-10-21 23:00:00+00,7,273,72,,,3,t
2624,2023-10-28 15:30:00+00,2023-10-28 23:00:00+00,7,273,72,,,3,t
2625,2023-11-04 15:30:00+00,2023-11-04 23:00:00+00,7,273,72,,,3,t
2626,2023-11-11 15:30:00+00,2023-11-11 23:00:00+00,7,273,72,,,3,t
2627,2023-11-18 15:30:00+00,2023-11-18 23:00:00+00,7,273,72,,,3,t
2629,2023-12-02 15:30:00+00,2023-12-02 23:00:00+00,7,273,72,,,3,t
2630,2023-12-09 15:30:00+00,2023-12-09 23:00:00+00,7,273,72,,,3,t
2631,2023-12-16 15:30:00+00,2023-12-16 23:00:00+00,7,273,72,,,3,t
2632,2023-12-23 15:30:00+00,2023-12-23 23:00:00+00,7,273,72,,,3,t
2633,2023-12-30 15:30:00+00,2023-12-30 23:00:00+00,7,273,72,,,3,t
2634,2024-01-06 15:30:00+00,2024-01-06 23:00:00+00,7,273,72,,,3,t
2636,2024-01-20 15:30:00+00,2024-01-20 23:00:00+00,7,273,72,,,3,t
2637,2024-01-27 15:30:00+00,2024-01-27 23:00:00+00,7,273,72,,,3,t
2638,2024-02-03 15:30:00+00,2024-02-03 23:00:00+00,7,273,72,,,3,t
2639,2024-02-10 15:30:00+00,2024-02-10 23:00:00+00,7,273,72,,,3,t
2640,2024-02-17 15:30:00+00,2024-02-17 23:00:00+00,7,273,72,,,3,t
2642,2024-03-02 15:30:00+00,2024-03-02 23:00:00+00,7,273,72,,,3,t
2643,2024-03-09 15:30:00+00,2024-03-09 23:00:00+00,7,273,72,,,3,t
2644,2024-03-16 15:30:00+00,2024-03-16 23:00:00+00,7,273,72,,,3,t
2645,2024-03-23 15:30:00+00,2024-03-23 23:00:00+00,7,273,72,,,3,t
2646,2024-03-30 15:30:00+00,2024-03-30 23:00:00+00,7,273,72,,,3,t
2648,2024-04-13 15:30:00+00,2024-04-13 23:00:00+00,7,273,72,,,3,t
2649,2024-04-20 15:30:00+00,2024-04-20 23:00:00+00,7,273,72,,,3,t
2650,2024-04-27 15:30:00+00,2024-04-27 23:00:00+00,7,273,72,,,3,t
2652,2023-05-13 00:00:00+00,2023-05-13 02:00:00+00,25,538,73,,,3,t
2653,2023-05-20 00:00:00+00,2023-05-20 02:00:00+00,25,538,73,,,3,t
2654,2023-05-27 00:00:00+00,2023-05-27 02:00:00+00,25,538,73,,,3,t
2656,2023-06-10 00:00:00+00,2023-06-10 02:00:00+00,25,538,73,,,3,t
2657,2023-06-17 00:00:00+00,2023-06-17 02:00:00+00,25,538,73,,,3,t
2658,2023-06-24 00:00:00+00,2023-06-24 02:00:00+00,25,538,73,,,3,t
4726,2023-11-15 17:00:23+00,2023-11-15 20:00:00+00,2,519,,,,3,t
2806,2023-10-21 15:30:00+00,2023-10-21 18:00:00+00,6,273,76,,,3,t
2807,2023-10-28 15:30:00+00,2023-10-28 18:00:00+00,6,273,76,,,3,t
2808,2023-11-04 15:30:00+00,2023-11-04 18:00:00+00,6,273,76,,,3,t
2810,2023-11-18 15:30:00+00,2023-11-18 18:00:00+00,6,273,76,,,3,t
2811,2023-11-25 15:30:00+00,2023-11-25 18:00:00+00,6,273,76,,,3,t
2812,2023-12-02 15:30:00+00,2023-12-02 18:00:00+00,6,273,76,,,3,t
2813,2023-12-09 15:30:00+00,2023-12-09 18:00:00+00,6,273,76,,,3,t
2814,2023-12-16 15:30:00+00,2023-12-16 18:00:00+00,6,273,76,,,3,t
2815,2023-12-23 15:30:00+00,2023-12-23 18:00:00+00,6,273,76,,,3,t
2816,2023-12-30 15:30:00+00,2023-12-30 18:00:00+00,6,273,76,,,3,t
2824,2024-02-24 15:30:00+00,2024-02-24 18:00:00+00,6,273,76,,,3,t
2825,2024-03-02 15:30:00+00,2024-03-02 18:00:00+00,6,273,76,,,3,t
2826,2024-03-09 15:30:00+00,2024-03-09 18:00:00+00,6,273,76,,,3,t
2827,2024-03-16 15:30:00+00,2024-03-16 18:00:00+00,6,273,76,,,3,t
2828,2024-03-23 15:30:00+00,2024-03-23 18:00:00+00,6,273,76,,,3,t
2829,2024-03-30 15:30:00+00,2024-03-30 18:00:00+00,6,273,76,,,3,t
2830,2024-04-06 15:30:00+00,2024-04-06 18:00:00+00,6,273,76,,,3,t
2831,2024-04-13 15:30:00+00,2024-04-13 18:00:00+00,6,273,76,,,3,t
2832,2024-04-20 15:30:00+00,2024-04-20 18:00:00+00,6,273,76,,,3,t
2833,2024-04-27 15:30:00+00,2024-04-27 18:00:00+00,6,273,76,,,3,t
2835,2023-05-13 17:00:00+00,2023-05-13 18:30:00+00,6,536,77,,,3,t
2836,2023-05-20 17:00:00+00,2023-05-20 18:30:00+00,6,536,77,,,3,t
2837,2023-05-27 17:00:00+00,2023-05-27 18:30:00+00,6,536,77,,,3,t
2838,2023-06-03 17:00:00+00,2023-06-03 18:30:00+00,6,536,77,,,3,t
2839,2023-06-10 17:00:00+00,2023-06-10 18:30:00+00,6,536,77,,,3,t
2840,2023-06-17 17:00:00+00,2023-06-17 18:30:00+00,6,536,77,,,3,t
2841,2023-06-24 17:00:00+00,2023-06-24 18:30:00+00,6,536,77,,,3,t
2842,2023-07-01 17:00:00+00,2023-07-01 18:30:00+00,6,536,77,,,3,t
2843,2023-07-08 17:00:00+00,2023-07-08 18:30:00+00,6,536,77,,,3,t
2844,2023-07-15 17:00:00+00,2023-07-15 18:30:00+00,6,536,77,,,3,t
2845,2023-07-22 17:00:00+00,2023-07-22 18:30:00+00,6,536,77,,,3,t
2846,2023-07-29 17:00:00+00,2023-07-29 18:30:00+00,6,536,77,,,3,t
2847,2023-08-05 17:00:00+00,2023-08-05 18:30:00+00,6,536,77,,,3,t
2848,2023-08-12 17:00:00+00,2023-08-12 18:30:00+00,6,536,77,,,3,t
2849,2023-08-19 17:00:00+00,2023-08-19 18:30:00+00,6,536,77,,,3,t
2850,2023-08-26 17:00:00+00,2023-08-26 18:30:00+00,6,536,77,,,3,t
2851,2023-09-02 17:00:00+00,2023-09-02 18:30:00+00,6,536,77,,,3,t
2852,2023-09-09 17:00:00+00,2023-09-09 18:30:00+00,6,536,77,,,3,t
2853,2023-09-16 17:00:00+00,2023-09-16 18:30:00+00,6,536,77,,,3,t
